Sample ID:,1% HNO3,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,379144.607,,
Pb,207,352139.784,,
Pb,208,852871.909,,
Analyte,Mass,Meas. Intensity,,
Pb,206,383157.75,,
Pb,207,353940.684,,
Pb,208,860209.715,,
Analyte,Mass,Meas. Intensity,,
Pb,206,384126.274,,
Pb,207,358088.741,,
Pb,208,869821.338,,
Analyte,Mass,Meas. Intensity,,
Pb,206,384959.766,,
Pb,207,357567.541,,
Pb,208,869333.067,,
Analyte,Mass,Meas. Intensity,,
Pb,206,392420.775,,
Pb,207,361096.256,,
Pb,208,876032.926,,
Analyte,Mass,Meas. Intensity,,
Pb,206,387643.166,,
Pb,207,359154.278,,
Pb,208,871695.599,,
Analyte,Mass,Meas. Intensity,,
Pb,206,388868.834,,
Pb,207,359548.487,,
Pb,208,872988.223,,
Analyte,Mass,Meas. Intensity,,
Pb,206,393117.161,,
Pb,207,362210.818,,
Pb,208,878400.812,,
Analyte,Mass,Meas. Intensity,,
Pb,206,393507.424,,
Pb,207,362190.869,,
Pb,208,882574.199,,
Analyte,Mass,Meas. Intensity,,
Pb,206,395393.414,,
Pb,207,366774.154,,
Pb,208,888529.336,,
Analyte,Mass,Meas. Intensity,,
Pb,206,399816.874,,
Pb,207,364937.213,,
Pb,208,883527.131,,
Analyte,Mass,Meas. Intensity,,
Pb,206,397290.639,,
Pb,207,370243.129,,
Pb,208,892701.471,,
Sample ID:,C5_min63_1a10,,,
Sample Date/Time:,"Monday, November 30, 2015 14:55:00",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,779838,6
  ,Pb,207,650429,5.869
  ,Pb,208,1652446,5.861
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,860920.614,,
Pb,207,716997.738,,
Pb,208,1821069.672,,
Analyte,Mass,Meas. Intensity,,
Pb,206,832556.969,,
Pb,207,698565.45,,
Pb,208,1766703.326,,
Analyte,Mass,Meas. Intensity,,
Pb,206,831122.297,,
Pb,207,690856.95,,
Pb,208,1750021.348,,
Analyte,Mass,Meas. Intensity,,
Pb,206,805132.569,,
Pb,207,669662.84,,
Pb,208,1706955.522,,
Analyte,Mass,Meas. Intensity,,
Pb,206,798352.947,,
Pb,207,664040.548,,
Pb,208,1691137.768,,
Analyte,Mass,Meas. Intensity,,
Pb,206,783486.499,,
Pb,207,651601.11,,
Pb,208,1663538.097,,
Analyte,Mass,Meas. Intensity,,
Pb,206,768812.542,,
Pb,207,639176.902,,
Pb,208,1632259.012,,
Analyte,Mass,Meas. Intensity,,
Pb,206,760561.733,,
Pb,207,632836.221,,
Pb,208,1606622.884,,
Analyte,Mass,Meas. Intensity,,
Pb,206,740200.701,,
Pb,207,619941.099,,
Pb,208,1569879.471,,
Analyte,Mass,Meas. Intensity,,
Pb,206,736679.734,,
Pb,207,614600.338,,
Pb,208,1556624.536,,
Analyte,Mass,Meas. Intensity,,
Pb,206,724692.473,,
Pb,207,606769.661,,
Pb,208,1541668.121,,
Analyte,Mass,Meas. Intensity,,
Pb,206,715532.228,,
Pb,207,600095.997,,
Pb,208,1522873.768,,
Sample ID:,C6_min63_1a10,,,
Sample Date/Time:,"Monday, November 30, 2015 15:08:50",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,582257,2.49
  ,Pb,207,488121,2.431
  ,Pb,208,1244672,2.425
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,615167.839,,
Pb,207,513342.423,,
Pb,208,1309490.33,,
Analyte,Mass,Meas. Intensity,,
Pb,206,597622.946,,
Pb,207,500719.455,,
Pb,208,1281364.412,,
Analyte,Mass,Meas. Intensity,,
Pb,206,591726.039,,
Pb,207,496969.833,,
Pb,208,1268718.834,,
Analyte,Mass,Meas. Intensity,,
Pb,206,588721.578,,
Pb,207,496759.723,,
Pb,208,1255984.601,,
Analyte,Mass,Meas. Intensity,,
Pb,206,582952.807,,
Pb,207,488451.963,,
Pb,208,1246472.719,,
Analyte,Mass,Meas. Intensity,,
Pb,206,584963.442,,
Pb,207,488535.03,,
Pb,208,1247418.347,,
Analyte,Mass,Meas. Intensity,,
Pb,206,576499.57,,
Pb,207,484007.948,,
Pb,208,1236934.18,,
Analyte,Mass,Meas. Intensity,,
Pb,206,573285.984,,
Pb,207,481342.146,,
Pb,208,1222370.073,,
Analyte,Mass,Meas. Intensity,,
Pb,206,572186.109,,
Pb,207,476876.149,,
Pb,208,1222709.74,,
Analyte,Mass,Meas. Intensity,,
Pb,206,567313.223,,
Pb,207,473790.095,,
Pb,208,1212922.04,,
Analyte,Mass,Meas. Intensity,,
Pb,206,564643.108,,
Pb,207,475652.33,,
Pb,208,1211086.963,,
Analyte,Mass,Meas. Intensity,,
Pb,206,571998.962,,
Pb,207,481005.917,,
Pb,208,1220597.056,,
Sample ID:,C7_min63_1a10,,,
Sample Date/Time:,"Monday, November 30, 2015 15:23:04",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,852905,0.356
  ,Pb,207,713058,0.454
  ,Pb,208,1819844,0.453
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,859536.886,,
Pb,207,718055.762,,
Pb,208,1839205.042,,
Analyte,Mass,Meas. Intensity,,
Pb,206,856660.468,,
Pb,207,717673.384,,
Pb,208,1831401.024,,
Analyte,Mass,Meas. Intensity,,
Pb,206,854728.109,,
Pb,207,713030.737,,
Pb,208,1818967.389,,
Analyte,Mass,Meas. Intensity,,
Pb,206,849910.473,,
Pb,207,711261.04,,
Pb,208,1815679.532,,
Analyte,Mass,Meas. Intensity,,
Pb,206,852988.098,,
Pb,207,711490.22,,
Pb,208,1812886.96,,
Analyte,Mass,Meas. Intensity,,
Pb,206,852421.362,,
Pb,207,715725.441,,
Pb,208,1813852.242,,
Analyte,Mass,Meas. Intensity,,
Pb,206,854081.341,,
Pb,207,717068.79,,
Pb,208,1822577.388,,
Analyte,Mass,Meas. Intensity,,
Pb,206,851567.36,,
Pb,207,711638.335,,
Pb,208,1809532.516,,
Analyte,Mass,Meas. Intensity,,
Pb,206,850537.115,,
Pb,207,710647.357,,
Pb,208,1816877.897,,
Analyte,Mass,Meas. Intensity,,
Pb,206,853004.055,,
Pb,207,711254.96,,
Pb,208,1818628.325,,
Analyte,Mass,Meas. Intensity,,
Pb,206,848739.019,,
Pb,207,708314.055,,
Pb,208,1816902.961,,
Analyte,Mass,Meas. Intensity,,
Pb,206,850689.39,,
Pb,207,710530.26,,
Pb,208,1821618.24,,
Sample ID:,SRM981_1a10,,,
Sample Date/Time:,"Monday, November 30, 2015 15:36:54",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,441265,1.063
  ,Pb,207,407753,1.004
  ,Pb,208,986265,0.966
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,431555.347,,
Pb,207,400254.127,,
Pb,208,965473.098,,
Analyte,Mass,Meas. Intensity,,
Pb,206,435304.609,,
Pb,207,402751.527,,
Pb,208,978834.251,,
Analyte,Mass,Meas. Intensity,,
Pb,206,439331.091,,
Pb,207,404211.359,,
Pb,208,980022.893,,
Analyte,Mass,Meas. Intensity,,
Pb,206,439821.384,,
Pb,207,407697.325,,
Pb,208,985999.109,,
Analyte,Mass,Meas. Intensity,,
Pb,206,439375.11,,
Pb,207,408168.595,,
Pb,208,985298.188,,
Analyte,Mass,Meas. Intensity,,
Pb,206,443797.841,,
Pb,207,410442.906,,
Pb,208,986243.437,,
Analyte,Mass,Meas. Intensity,,
Pb,206,439660.283,,
Pb,207,406030.387,,
Pb,208,985997.127,,
Analyte,Mass,Meas. Intensity,,
Pb,206,444987.594,,
Pb,207,409331.268,,
Pb,208,985067.943,,
Analyte,Mass,Meas. Intensity,,
Pb,206,443626.726,,
Pb,207,408980.056,,
Pb,208,992039.483,,
Analyte,Mass,Meas. Intensity,,
Pb,206,444107.043,,
Pb,207,408768.942,,
Pb,208,992170.641,,
Analyte,Mass,Meas. Intensity,,
Pb,206,445246.736,,
Pb,207,410382.864,,
Pb,208,992822.551,,
Analyte,Mass,Meas. Intensity,,
Pb,206,448365.696,,
Pb,207,416022.136,,
Pb,208,1005205.887,,
Sample ID:,C8_min63_1a10,,,
Sample Date/Time:,"Monday, November 30, 2015 15:50:44",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,716178,3.164
  ,Pb,207,597894,3.123
  ,Pb,208,1519635,2.937
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,760245.401,,
Pb,207,633073.43,,
Pb,208,1605572.7,,
Analyte,Mass,Meas. Intensity,,
Pb,206,745929.347,,
Pb,207,622967.589,,
Pb,208,1579624.017,,
Analyte,Mass,Meas. Intensity,,
Pb,206,734892.891,,
Pb,207,617302.652,,
Pb,208,1560659.196,,
Analyte,Mass,Meas. Intensity,,
Pb,206,728915.783,,
Pb,207,606240.222,,
Pb,208,1547674.435,,
Analyte,Mass,Meas. Intensity,,
Pb,206,719531.235,,
Pb,207,599768.73,,
Pb,208,1514908.873,,
Analyte,Mass,Meas. Intensity,,
Pb,206,711707.474,,
Pb,207,594900.659,,
Pb,208,1512127.995,,
Analyte,Mass,Meas. Intensity,,
Pb,206,707302.071,,
Pb,207,589075.839,,
Pb,208,1502176.05,,
Analyte,Mass,Meas. Intensity,,
Pb,206,709501.22,,
Pb,207,590508.003,,
Pb,208,1504171.2,,
Analyte,Mass,Meas. Intensity,,
Pb,206,700116.988,,
Pb,207,586395.606,,
Pb,208,1494290.454,,
Analyte,Mass,Meas. Intensity,,
Pb,206,700689.611,,
Pb,207,582700.625,,
Pb,208,1481728.635,,
Analyte,Mass,Meas. Intensity,,
Pb,206,691459.541,,
Pb,207,580795.067,,
Pb,208,1472337.008,,
Analyte,Mass,Meas. Intensity,,
Pb,206,683847.223,,
Pb,207,570995.159,,
Pb,208,1460346.496,,
Sample ID:,C7_magg1250_1a10,,,
Sample Date/Time:,"Monday, November 30, 2015 16:04:36",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,791402,5.118
  ,Pb,207,679853,5.117
  ,Pb,208,1707306,4.996
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,871698.627,,
Pb,207,745250.637,,
Pb,208,1873192.256,,
Analyte,Mass,Meas. Intensity,,
Pb,206,837528.78,,
Pb,207,721170.917,,
Pb,208,1802395.427,,
Analyte,Mass,Meas. Intensity,,
Pb,206,828513.253,,
Pb,207,713942.657,,
Pb,208,1791811.833,,
Analyte,Mass,Meas. Intensity,,
Pb,206,814672.349,,
Pb,207,698342.236,,
Pb,208,1751954.201,,
Analyte,Mass,Meas. Intensity,,
Pb,206,800349.259,,
Pb,207,690803.946,,
Pb,208,1729505.684,,
Analyte,Mass,Meas. Intensity,,
Pb,206,789666.281,,
Pb,207,677734.395,,
Pb,208,1706902.247,,
Analyte,Mass,Meas. Intensity,,
Pb,206,779090.693,,
Pb,207,674298.149,,
Pb,208,1689217.256,,
Analyte,Mass,Meas. Intensity,,
Pb,206,774427.62,,
Pb,207,662974.602,,
Pb,208,1659826.463,,
Analyte,Mass,Meas. Intensity,,
Pb,206,760283.473,,
Pb,207,650000.653,,
Pb,208,1646059.688,,
Analyte,Mass,Meas. Intensity,,
Pb,206,753366.112,,
Pb,207,643208.509,,
Pb,208,1624153.589,,
Analyte,Mass,Meas. Intensity,,
Pb,206,748441.938,,
Pb,207,642984.279,,
Pb,208,1616028.227,,
Analyte,Mass,Meas. Intensity,,
Pb,206,738781.977,,
Pb,207,637530.45,,
Pb,208,1596624.791,,
Sample ID:,SRM981_1a10,,,
Sample Date/Time:,"Monday, November 30, 2015 16:18:26",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,467845,1.251
  ,Pb,207,431724,1.325
  ,Pb,208,1046479,1.288
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,475927.521,,
Pb,207,439969.479,,
Pb,208,1071284.802,,
Analyte,Mass,Meas. Intensity,,
Pb,206,473999.226,,
Pb,207,438077.302,,
Pb,208,1062513.758,,
Analyte,Mass,Meas. Intensity,,
Pb,206,471920.865,,
Pb,207,434042.858,,
Pb,208,1051469.38,,
Analyte,Mass,Meas. Intensity,,
Pb,206,470399.906,,
Pb,207,436294.251,,
Pb,208,1049988.302,,
Analyte,Mass,Meas. Intensity,,
Pb,206,470332.806,,
Pb,207,432234.744,,
Pb,208,1050498.956,,
Analyte,Mass,Meas. Intensity,,
Pb,206,471749.758,,
Pb,207,435537.754,,
Pb,208,1049328.475,,
Analyte,Mass,Meas. Intensity,,
Pb,206,468474,,
Pb,207,430690.172,,
Pb,208,1044856.383,,
Analyte,Mass,Meas. Intensity,,
Pb,206,466499.295,,
Pb,207,431082.057,,
Pb,208,1041644.002,,
Analyte,Mass,Meas. Intensity,,
Pb,206,464320.883,,
Pb,207,428854.721,,
Pb,208,1037475.96,,
Analyte,Mass,Meas. Intensity,,
Pb,206,463100.079,,
Pb,207,426873.531,,
Pb,208,1044521.237,,
Analyte,Mass,Meas. Intensity,,
Pb,206,462240.546,,
Pb,207,428129.275,,
Pb,208,1037082.428,,
Analyte,Mass,Meas. Intensity,,
Pb,206,455178.076,,
Pb,207,418905.861,,
Pb,208,1017078.828,,
Sample ID:,SRM981_QC,,,
Sample Date/Time:,"Monday, November 30, 2015 16:32:14",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,482051,1.406
  ,Pb,207,444837,1.379
  ,Pb,208,1076507,1.476
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,494216.961,,
Pb,207,457115.251,,
Pb,208,1109065.505,,
Analyte,Mass,Meas. Intensity,,
Pb,206,488293.858,,
Pb,207,449757.574,,
Pb,208,1086979.542,,
Analyte,Mass,Meas. Intensity,,
Pb,206,485959.259,,
Pb,207,448642.864,,
Pb,208,1088347.534,,
Analyte,Mass,Meas. Intensity,,
Pb,206,484727.441,,
Pb,207,447286.009,,
Pb,208,1081849.678,,
Analyte,Mass,Meas. Intensity,,
Pb,206,482683.048,,
Pb,207,446476.509,,
Pb,208,1081028.516,,
Analyte,Mass,Meas. Intensity,,
Pb,206,481638.447,,
Pb,207,444804.584,,
Pb,208,1074035.309,,
Analyte,Mass,Meas. Intensity,,
Pb,206,483694.73,,
Pb,207,443408.594,,
Pb,208,1069827.625,,
Analyte,Mass,Meas. Intensity,,
Pb,206,482047.617,,
Pb,207,446089.261,,
Pb,208,1079464.084,,
Analyte,Mass,Meas. Intensity,,
Pb,206,479881.164,,
Pb,207,440882.044,,
Pb,208,1074657.864,,
Analyte,Mass,Meas. Intensity,,
Pb,206,466965.63,,
Pb,207,433033.284,,
Pb,208,1044143.955,,
Analyte,Mass,Meas. Intensity,,
Pb,206,474576.618,,
Pb,207,437482.967,,
Pb,208,1061980.132,,
Analyte,Mass,Meas. Intensity,,
Pb,206,479927.199,,
Pb,207,443061.391,,
Pb,208,1066702.948,,
Sample ID:,CRM482_1a40,,,
Sample Date/Time:,"Monday, November 30, 2015 16:46:02",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,525919,3.077
  ,Pb,207,467513,2.874
  ,Pb,208,1149697,2.836
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,476056.584,,
Pb,207,425938.676,,
Pb,208,1048722.58,,
Analyte,Mass,Meas. Intensity,,
Pb,206,531885.973,,
Pb,207,473881.152,,
Pb,208,1165853.843,,
Analyte,Mass,Meas. Intensity,,
Pb,206,530484.929,,
Pb,207,469715.407,,
Pb,208,1158633.116,,
Analyte,Mass,Meas. Intensity,,
Pb,206,535179.468,,
Pb,207,473492.897,,
Pb,208,1165402.088,,
Analyte,Mass,Meas. Intensity,,
Pb,206,532274.256,,
Pb,207,472926.531,,
Pb,208,1157590.341,,
Analyte,Mass,Meas. Intensity,,
Pb,206,532547.462,,
Pb,207,472244.078,,
Pb,208,1159306.101,,
Analyte,Mass,Meas. Intensity,,
Pb,206,531461.659,,
Pb,207,473782.106,,
Pb,208,1167515.474,,
Analyte,Mass,Meas. Intensity,,
Pb,206,533846.438,,
Pb,207,474548.596,,
Pb,208,1157531.287,,
Analyte,Mass,Meas. Intensity,,
Pb,206,530713.107,,
Pb,207,469651.381,,
Pb,208,1163547.194,,
Analyte,Mass,Meas. Intensity,,
Pb,206,521336.233,,
Pb,207,463874.605,,
Pb,208,1141630.825,,
Analyte,Mass,Meas. Intensity,,
Pb,206,524178.34,,
Pb,207,468427.609,,
Pb,208,1149918.089,,
Analyte,Mass,Meas. Intensity,,
Pb,206,531068.393,,
Pb,207,471671.72,,
Pb,208,1160711.594,,
Sample ID:,SRM981_QC,,,
Sample Date/Time:,"Monday, November 30, 2015 17:00:14",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,500519,1.246
  ,Pb,207,461069,1.359
  ,Pb,208,1113603,1.2
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,517559.453,,
Pb,207,477020.249,,
Pb,208,1147721.496,,
Analyte,Mass,Meas. Intensity,,
Pb,206,504769.305,,
Pb,207,465807.847,,
Pb,208,1127922.895,,
Analyte,Mass,Meas. Intensity,,
Pb,206,504207.905,,
Pb,207,463584.42,,
Pb,208,1119557.745,,
Analyte,Mass,Meas. Intensity,,
Pb,206,500274.144,,
Pb,207,461679.159,,
Pb,208,1113543.418,,
Analyte,Mass,Meas. Intensity,,
Pb,206,501391.928,,
Pb,207,464500.994,,
Pb,208,1115864.986,,
Analyte,Mass,Meas. Intensity,,
Pb,206,496097.239,,
Pb,207,460058.147,,
Pb,208,1106806.946,,
Analyte,Mass,Meas. Intensity,,
Pb,206,496282.359,,
Pb,207,457625.565,,
Pb,208,1107876.518,,
Analyte,Mass,Meas. Intensity,,
Pb,206,498618.989,,
Pb,207,458556.172,,
Pb,208,1111249.813,,
Analyte,Mass,Meas. Intensity,,
Pb,206,498424.847,,
Pb,207,458964.419,,
Pb,208,1101171.212,,
Analyte,Mass,Meas. Intensity,,
Pb,206,495528.837,,
Pb,207,455599.276,,
Pb,208,1101876.38,,
Analyte,Mass,Meas. Intensity,,
Pb,206,495408.761,,
Pb,207,453681.069,,
Pb,208,1101323.464,,
Analyte,Mass,Meas. Intensity,,
Pb,206,497661.321,,
Pb,207,455752.363,,
Pb,208,1108325.224,,
Sample ID:,SRM981_1a20,,,
Sample Date/Time:,"Monday, November 30, 2015 17:18:07",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,339770,1.8
  ,Pb,207,313536,1.704
  ,Pb,208,758138,1.8
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,354106.766,,
Pb,207,325615.208,,
Pb,208,789907.564,,
Analyte,Mass,Meas. Intensity,,
Pb,206,346246.905,,
Pb,207,320487.897,,
Pb,208,774843.078,,
Analyte,Mass,Meas. Intensity,,
Pb,206,344346.994,,
Pb,207,317322.476,,
Pb,208,767580.236,,
Analyte,Mass,Meas. Intensity,,
Pb,206,340490.148,,
Pb,207,312563.385,,
Pb,208,760559.728,,
Analyte,Mass,Meas. Intensity,,
Pb,206,340702.247,,
Pb,207,314128.063,,
Pb,208,761384.606,,
Analyte,Mass,Meas. Intensity,,
Pb,206,341031.41,,
Pb,207,314802.36,,
Pb,208,756262.187,,
Analyte,Mass,Meas. Intensity,,
Pb,206,336704.363,,
Pb,207,311887.089,,
Pb,208,749001.602,,
Analyte,Mass,Meas. Intensity,,
Pb,206,334471.296,,
Pb,207,310172.335,,
Pb,208,747308.785,,
Analyte,Mass,Meas. Intensity,,
Pb,206,335437.758,,
Pb,207,309197.916,,
Pb,208,744738.063,,
Analyte,Mass,Meas. Intensity,,
Pb,206,333634.909,,
Pb,207,308638.669,,
Pb,208,747766.218,,
Analyte,Mass,Meas. Intensity,,
Pb,206,335789.929,,
Pb,207,309473.038,,
Pb,208,750203.856,,
Analyte,Mass,Meas. Intensity,,
Pb,206,334274.213,,
Pb,207,308146.457,,
Pb,208,748098.636,,
Sample ID:,C1_min63_1a20,,,
Sample Date/Time:,"Monday, November 30, 2015 17:31:56",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,698329,0.953
  ,Pb,207,587641,1.071
  ,Pb,208,1487454,0.99
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,711026.736,,
Pb,207,601866.5,,
Pb,208,1518153.863,,
Analyte,Mass,Meas. Intensity,,
Pb,206,702851.655,,
Pb,207,594275.126,,
Pb,208,1506874.859,,
Analyte,Mass,Meas. Intensity,,
Pb,206,705495.277,,
Pb,207,589001.772,,
Pb,208,1494907.708,,
Analyte,Mass,Meas. Intensity,,
Pb,206,696790.732,,
Pb,207,586434.669,,
Pb,208,1483307.679,,
Analyte,Mass,Meas. Intensity,,
Pb,206,702510.324,,
Pb,207,593230.276,,
Pb,208,1495137.255,,
Analyte,Mass,Meas. Intensity,,
Pb,206,698649.569,,
Pb,207,585308.763,,
Pb,208,1491405.625,,
Analyte,Mass,Meas. Intensity,,
Pb,206,699647.503,,
Pb,207,586596.789,,
Pb,208,1485235.616,,
Analyte,Mass,Meas. Intensity,,
Pb,206,697262.18,,
Pb,207,584526.091,,
Pb,208,1475584.674,,
Analyte,Mass,Meas. Intensity,,
Pb,206,696560.522,,
Pb,207,585530.936,,
Pb,208,1481933.875,,
Analyte,Mass,Meas. Intensity,,
Pb,206,688672.918,,
Pb,207,577883.715,,
Pb,208,1468281.85,,
Analyte,Mass,Meas. Intensity,,
Pb,206,688715.884,,
Pb,207,585096.573,,
Pb,208,1470615.394,,
Analyte,Mass,Meas. Intensity,,
Pb,206,691767.889,,
Pb,207,581939.979,,
Pb,208,1478006.087,,
Sample ID:,SRM981_1a20,,,
Sample Date/Time:,"Monday, November 30, 2015 17:46:07",,,
Intensities,,,,
   ,Analyte,Mass,Meas. Intens. Mean,Meas. Intens. RSD
  ,Pb,206,342745,1.29
  ,Pb,207,316553,1.237
  ,Pb,208,767330,1.414
Replicates,,,,
Analyte,Mass,Meas. Intensity,,
Pb,206,352779.103,,
Pb,207,324242.584,,
Pb,208,791898.77,,
Analyte,Mass,Meas. Intensity,,
Pb,206,348340.926,,
Pb,207,321562.371,,
Pb,208,778515.058,,
Analyte,Mass,Meas. Intensity,,
Pb,206,343896.773,,
Pb,207,319571.481,,
Pb,208,776261.633,,
Analyte,Mass,Meas. Intensity,,
Pb,206,345599.599,,
Pb,207,318808.136,,
Pb,208,774224.385,,
Analyte,Mass,Meas. Intensity,,
Pb,206,344272.984,,
Pb,207,317796.712,,
Pb,208,767177.966,,
Analyte,Mass,Meas. Intensity,,
Pb,206,340945.362,,
Pb,207,315989.891,,
Pb,208,764149.565,,
Analyte,Mass,Meas. Intensity,,
Pb,206,341254.504,,
Pb,207,313879.956,,
Pb,208,763954.417,,
Analyte,Mass,Meas. Intensity,,
Pb,206,339312.582,,
Pb,207,312206.222,,
Pb,208,759434.536,,
Analyte,Mass,Meas. Intensity,,
Pb,206,338130.02,,
Pb,207,312908.539,,
Pb,208,754969.818,,
Analyte,Mass,Meas. Intensity,,
Pb,206,338866.374,,
Pb,207,312688.441,,
Pb,208,759878.036,,
Analyte,Mass,Meas. Intensity,,
Pb,206,339672.774,,
Pb,207,312821.501,,
Pb,208,758983.216,,
Analyte,Mass,Meas. Intensity,,
Pb,206,339868.862,,
Pb,207,316160.966,,
Pb,208,758508.574,,
